instrument_id,customer_id,type,masked_number,issuer_bank,added_date
PI02171,CUST01624,upi,**** 6383,Yes Bank,2026-01-15
PI02172,CUST01625,wallet,**** 6710,IDFC First,2026-08-15
PI02173,CUST01625,wallet,**** 3071,Kotak,2025-10-04
PI02174,CUST01626,card,**** 1841,ICICI,2025-11-07
PI02175,CUST01626,card,**** 2170,Axis,2025-03-11
PI02176,CUST01627,wallet,**** 8581,Yes Bank,2025-02-26
PI02177,CUST01627,wallet,**** 2212,IDFC First,2026-02-24
PI02178,CUST01628,upi,**** 9664,Kotak,2025-05-28
PI02179,CUST01629,wallet,**** 8403,HDFC,2026-03-12
PI02180,CUST01630,card,**** 6376,IDFC First,2025-06-08
PI02181,CUST01631,wallet,**** 5902,SBI,2025-09-27
PI02182,CUST01631,upi,**** 2620,IDFC First,2025-01-18
PI02183,CUST01632,card,**** 7970,Axis,2025-02-23
PI02184,CUST01633,wallet,**** 7409,Kotak,2025-12-27
PI02185,CUST01634,card,**** 3985,Yes Bank,2025-10-08
PI02186,CUST01635,wallet,**** 1486,ICICI,2025-08-06
PI02187,CUST01636,wallet,**** 6598,IDFC First,2026-03-05
PI02188,CUST01636,upi,**** 9787,HDFC,2024-11-14
PI02189,CUST01637,wallet,**** 5026,Kotak,2026-02-26
PI02190,CUST01638,wallet,**** 2307,SBI,2025-02-03
PI02191,CUST01639,wallet,**** 1186,IDFC First,2025-01-16
PI02192,CUST01640,wallet,**** 3734,IDFC First,2024-09-24
PI02193,CUST01641,upi,**** 8667,Kotak,2025-02-25
PI02194,CUST01642,upi,**** 6171,ICICI,2024-11-16
PI02195,CUST01643,upi,**** 7929,Kotak,2025-03-06
PI02196,CUST01643,card,**** 4621,IDFC First,2026-02-10
PI02197,CUST01644,card,**** 6129,Yes Bank,2026-01-02
PI02198,CUST01645,wallet,**** 1338,IDFC First,2025-03-05
PI02199,CUST01645,wallet,**** 8613,Yes Bank,2024-09-26
PI02200,CUST01646,wallet,**** 6216,ICICI,2025-06-05
PI02201,CUST01647,wallet,**** 7464,HDFC,2025-07-05
PI02202,CUST01648,wallet,**** 2991,HDFC,2026-08-21
PI02203,CUST01648,wallet,**** 4950,IDFC First,2025-10-27
PI02204,CUST01649,card,**** 1170,ICICI,2025-08-16
PI02205,CUST01649,wallet,**** 3058,IDFC First,2025-01-12
PI02206,CUST01650,upi,**** 6036,ICICI,2025-01-13
PI02207,CUST01650,wallet,**** 6163,SBI,2025-08-09
PI02208,CUST01651,card,**** 7989,HDFC,2025-09-21
PI02209,CUST01652,card,**** 9701,SBI,2024-10-22
PI02210,CUST01652,wallet,**** 2655,IDFC First,2025-07-23
PI02211,CUST01653,wallet,**** 3015,HDFC,2026-01-23
PI02212,CUST01653,upi,**** 6369,HDFC,2025-02-19
PI02213,CUST01654,upi,**** 4476,Yes Bank,2025-12-16
PI02214,CUST01655,card,**** 7561,HDFC,2026-02-07
PI02215,CUST01656,wallet,**** 9698,Axis,2025-05-05
PI02216,CUST01657,upi,**** 7587,ICICI,2025-02-06
PI02217,CUST01658,card,**** 4555,Yes Bank,2026-07-25
PI02218,CUST01659,wallet,**** 7569,Kotak,2026-03-04
PI02219,CUST01660,card,**** 6787,ICICI,2026-08-15
PI02220,CUST01661,card,**** 1116,Yes Bank,2026-05-15
PI02221,CUST01661,upi,**** 9921,SBI,2026-04-27
PI02222,CUST01662,card,**** 7008,Yes Bank,2026-06-22
PI02223,CUST01663,upi,**** 5035,HDFC,2025-05-17
PI02224,CUST01664,upi,**** 7321,IDFC First,2025-03-24
PI02225,CUST01664,upi,**** 4922,Kotak,2025-02-20
PI02226,CUST01665,wallet,**** 4046,SBI,2025-01-07
PI02227,CUST01666,card,**** 2659,Axis,2026-02-25
PI02228,CUST01667,card,**** 7437,Yes Bank,2025-02-02
PI02229,CUST01668,card,**** 3195,IDFC First,2025-05-18
PI02230,CUST01668,wallet,**** 4931,Axis,2024-11-01
PI02231,CUST01669,card,**** 8486,HDFC,2025-12-12
PI02232,CUST01670,wallet,**** 7911,IDFC First,2025-02-05
PI02233,CUST01671,upi,**** 7715,HDFC,2025-12-27
PI02234,CUST01671,upi,**** 5085,SBI,2025-11-26
PI02235,CUST01672,wallet,**** 2346,Axis,2026-06-01
PI02236,CUST01673,upi,**** 2125,IDFC First,2026-02-13
PI02237,CUST01674,wallet,**** 7753,HDFC,2026-01-19
PI02238,CUST01674,card,**** 2717,Kotak,2025-04-02
PI02239,CUST01675,upi,**** 6297,Yes Bank,2026-02-21
PI02240,CUST01675,card,**** 6484,Kotak,2025-08-06
PI02241,CUST01676,upi,**** 7710,IDFC First,2025-02-16
PI02242,CUST01676,upi,**** 1702,SBI,2026-03-22
PI02243,CUST01677,card,**** 4095,Yes Bank,2025-02-20
PI02244,CUST01678,wallet,**** 1020,ICICI,2024-12-18
PI02245,CUST01678,upi,**** 4506,HDFC,2026-03-01
PI02246,CUST01679,card,**** 8972,Axis,2025-02-15
PI02247,CUST01680,upi,**** 3200,IDFC First,2026-08-12
PI02248,CUST01681,card,**** 5313,Yes Bank,2024-12-24
PI02249,CUST01681,upi,**** 5433,Axis,2026-02-03
PI02250,CUST01682,wallet,**** 4766,Kotak,2025-01-30
PI02251,CUST01683,card,**** 1354,Kotak,2026-02-20
PI02252,CUST01684,wallet,**** 1735,Axis,2025-03-23
PI02253,CUST01685,upi,**** 5261,Yes Bank,2026-01-12
PI02254,CUST01686,wallet,**** 1058,Kotak,2025-09-04
PI02255,CUST01686,card,**** 3836,Kotak,2026-04-13
PI02256,CUST01687,upi,**** 9341,Axis,2025-11-04
PI02257,CUST01687,upi,**** 6241,IDFC First,2025-10-21
PI02258,CUST01688,card,**** 4885,IDFC First,2024-10-21
PI02259,CUST01689,wallet,**** 8433,ICICI,2024-09-14
PI02260,CUST01690,card,**** 8430,SBI,2026-07-30
PI02261,CUST01691,card,**** 7960,IDFC First,2024-12-21
PI02262,CUST01692,wallet,**** 2963,IDFC First,2026-08-11
PI02263,CUST01692,card,**** 7287,IDFC First,2026-03-27
PI02264,CUST01693,wallet,**** 1575,ICICI,2025-12-26
PI02265,CUST01694,card,**** 9255,IDFC First,2026-04-23
PI02266,CUST01695,card,**** 9310,Axis,2026-05-30
PI02267,CUST01695,card,**** 9984,Axis,2026-03-03
PI02268,CUST01696,wallet,**** 6884,Kotak,2026-08-07
PI02269,CUST01697,wallet,**** 4834,ICICI,2026-04-12
PI02270,CUST01698,upi,**** 8780,Axis,2025-06-15
PI02271,CUST01699,upi,**** 2544,ICICI,2024-11-28
PI02272,CUST01700,card,**** 1204,Kotak,2025-10-29
PI02273,CUST01700,card,**** 6719,ICICI,2025-11-22
PI02274,CUST01701,wallet,**** 7867,HDFC,2026-03-27
PI02275,CUST01701,card,**** 9928,ICICI,2025-05-22
PI02276,CUST01702,card,**** 6712,SBI,2025-02-03
PI02277,CUST01703,card,**** 5292,HDFC,2026-04-14
PI02278,CUST01704,card,**** 4811,HDFC,2024-09-06
PI02279,CUST01704,wallet,**** 1570,Yes Bank,2024-09-14
PI02280,CUST01705,upi,**** 8376,Axis,2025-01-10
PI02281,CUST01705,card,**** 1119,SBI,2026-04-15
PI02282,CUST01706,card,**** 1322,HDFC,2025-08-11
PI02283,CUST01707,wallet,**** 9105,Yes Bank,2024-09-12
PI02284,CUST01707,wallet,**** 5458,HDFC,2025-06-10
PI02285,CUST01708,card,**** 3614,SBI,2024-09-10
PI02286,CUST01708,upi,**** 4935,IDFC First,2026-01-07
PI02287,CUST01709,wallet,**** 2233,HDFC,2026-07-29
PI02288,CUST01709,wallet,**** 8908,Yes Bank,2025-11-07
PI02289,CUST01710,upi,**** 2618,Yes Bank,2024-11-21
PI02290,CUST01710,card,**** 3362,IDFC First,2026-01-18
PI02291,CUST01711,wallet,**** 8628,HDFC,2025-06-04
PI02292,CUST01712,wallet,**** 8776,ICICI,2026-07-02
PI02293,CUST01712,wallet,**** 7386,SBI,2026-05-12
PI02294,CUST01713,upi,**** 4353,ICICI,2025-10-30
PI02295,CUST01713,card,**** 7114,HDFC,2026-07-23
PI02296,CUST01714,upi,**** 3361,ICICI,2025-12-26
PI02297,CUST01715,card,**** 5342,IDFC First,2025-09-20
PI02298,CUST01716,wallet,**** 4505,ICICI,2025-06-25
PI02299,CUST01716,upi,**** 2633,HDFC,2025-01-10
PI02300,CUST01717,wallet,**** 1845,HDFC,2026-06-04
PI02301,CUST01717,card,**** 6004,Axis,2026-04-23
PI02302,CUST01718,upi,**** 2625,Yes Bank,2025-07-01
PI02303,CUST01718,upi,**** 4524,HDFC,2024-09-16
PI02304,CUST01719,card,**** 3446,Kotak,2025-06-09
PI02305,CUST01720,upi,**** 3782,HDFC,2026-04-15
PI02306,CUST01721,card,**** 1520,Kotak,2024-09-19
PI02307,CUST01722,card,**** 7404,IDFC First,2026-05-20
PI02308,CUST01723,wallet,**** 3220,HDFC,2025-12-21
PI02309,CUST01724,upi,**** 4220,Axis,2025-09-15
PI02310,CUST01724,wallet,**** 1510,HDFC,2025-02-20
PI02311,CUST01725,upi,**** 8795,Kotak,2026-04-20
PI02312,CUST01726,card,**** 1981,HDFC,2025-07-11
PI02313,CUST01727,card,**** 3237,SBI,2025-02-10
PI02314,CUST01728,card,**** 1425,IDFC First,2025-09-26
PI02315,CUST01728,upi,**** 4542,Kotak,2025-01-13
PI02316,CUST01729,card,**** 4104,IDFC First,2026-04-05
PI02317,CUST01730,wallet,**** 8396,ICICI,2025-09-22
PI02318,CUST01731,card,**** 2788,ICICI,2026-07-30
PI02319,CUST01732,upi,**** 1675,Yes Bank,2026-02-27
PI02320,CUST01732,wallet,**** 8743,HDFC,2025-08-30
PI02321,CUST01733,upi,**** 9120,ICICI,2025-05-11
PI02322,CUST01733,card,**** 2965,HDFC,2026-08-17
PI02323,CUST01734,upi,**** 5576,Yes Bank,2024-11-22
PI02324,CUST01735,card,**** 9126,HDFC,2025-09-30
PI02325,CUST01736,card,**** 9964,IDFC First,2025-04-19
PI02326,CUST01736,card,**** 8765,IDFC First,2026-04-20
PI02327,CUST01737,upi,**** 5207,SBI,2025-07-10
PI02328,CUST01738,upi,**** 1881,ICICI,2024-12-09
PI02329,CUST01739,upi,**** 5802,IDFC First,2025-09-24
PI02330,CUST01740,card,**** 6907,ICICI,2025-07-14
PI02331,CUST01741,wallet,**** 7509,HDFC,2026-07-27
PI02332,CUST01742,upi,**** 3966,ICICI,2024-12-18
PI02333,CUST01743,upi,**** 2348,ICICI,2025-12-30
PI02334,CUST01743,wallet,**** 1278,Kotak,2025-05-16
PI02335,CUST01744,upi,**** 8308,IDFC First,2025-05-23
PI02336,CUST01745,card,**** 7157,Kotak,2025-12-26
PI02337,CUST01746,card,**** 3992,Axis,2025-04-04
PI02338,CUST01747,wallet,**** 6785,SBI,2026-04-05
PI02339,CUST01747,card,**** 4680,ICICI,2025-03-25
PI02340,CUST01748,upi,**** 2292,Yes Bank,2024-12-13
PI02341,CUST01749,wallet,**** 5916,Yes Bank,2025-09-06
PI02342,CUST01750,card,**** 3194,SBI,2024-11-06
PI02343,CUST01750,upi,**** 6883,Kotak,2026-03-14
PI02344,CUST01751,upi,**** 2834,Axis,2024-09-14
PI02345,CUST01751,card,**** 3153,HDFC,2026-08-13
PI02346,CUST01752,wallet,**** 2809,SBI,2026-05-24
PI02347,CUST01753,wallet,**** 2489,ICICI,2025-02-03
PI02348,CUST01753,upi,**** 9855,Axis,2024-10-03
PI02349,CUST01754,upi,**** 9779,Axis,2024-12-24
PI02350,CUST01754,upi,**** 8847,Kotak,2025-12-14
PI02351,CUST01755,wallet,**** 7902,ICICI,2025-08-28
PI02352,CUST01756,upi,**** 7215,HDFC,2025-08-23
PI02353,CUST01757,wallet,**** 9610,SBI,2025-06-24
PI02354,CUST01758,upi,**** 5240,HDFC,2024-10-22
PI02355,CUST01759,wallet,**** 4780,Axis,2025-05-20
PI02356,CUST01759,wallet,**** 2451,Kotak,2025-07-24
PI02357,CUST01760,wallet,**** 1532,Axis,2024-10-13
PI02358,CUST01761,wallet,**** 3140,HDFC,2025-04-22
PI02359,CUST01762,upi,**** 1714,HDFC,2026-08-17
PI02360,CUST01763,wallet,**** 9668,IDFC First,2026-07-14
PI02361,CUST01764,upi,**** 3094,IDFC First,2025-03-10
PI02362,CUST01765,upi,**** 4775,SBI,2025-05-24
PI02363,CUST01766,upi,**** 9353,Axis,2025-08-15
PI02364,CUST01766,upi,**** 8357,HDFC,2025-11-29
PI02365,CUST01767,card,**** 2921,ICICI,2025-07-06
PI02366,CUST01767,wallet,**** 9647,Axis,2025-11-30
PI02367,CUST01768,upi,**** 8072,ICICI,2026-05-27
PI02368,CUST01769,wallet,**** 1159,ICICI,2024-09-20
PI02369,CUST01770,card,**** 4265,Yes Bank,2025-09-24
PI02370,CUST01771,upi,**** 3431,IDFC First,2025-02-09
PI02371,CUST01771,card,**** 6886,SBI,2026-03-30
PI02372,CUST01772,card,**** 4568,HDFC,2026-05-26
PI02373,CUST01773,card,**** 1297,Kotak,2025-07-20
PI02374,CUST01774,upi,**** 5074,IDFC First,2024-11-21
PI02375,CUST01774,upi,**** 7607,Axis,2026-01-19
PI02376,CUST01775,wallet,**** 2822,Kotak,2025-08-22
PI02377,CUST01776,card,**** 9456,Kotak,2026-02-04
PI02378,CUST01777,wallet,**** 2474,HDFC,2026-06-22
PI02379,CUST01777,upi,**** 2951,Axis,2026-04-16
PI02380,CUST01778,card,**** 2512,Axis,2025-02-07
PI02381,CUST01779,wallet,**** 3494,IDFC First,2025-08-12
PI02382,CUST01779,card,**** 3275,Yes Bank,2024-11-10
PI02383,CUST01780,card,**** 8483,Yes Bank,2024-10-12
PI02384,CUST01781,wallet,**** 9715,IDFC First,2024-11-17
PI02385,CUST01781,wallet,**** 8533,Yes Bank,2026-06-14
PI02386,CUST01782,wallet,**** 1732,Axis,2026-07-31
PI02387,CUST01782,card,**** 9876,IDFC First,2026-05-13
PI02388,CUST01783,upi,**** 5918,Kotak,2026-05-12
PI02389,CUST01783,card,**** 9972,Axis,2026-03-18
PI02390,CUST01784,upi,**** 7365,ICICI,2026-01-04
PI02391,CUST01785,card,**** 1377,Kotak,2026-08-18
PI02392,CUST01786,wallet,**** 5543,Yes Bank,2025-07-20
PI02393,CUST01786,card,**** 5080,Axis,2025-04-14
PI02394,CUST01787,card,**** 5002,Axis,2026-08-21
PI02395,CUST01788,card,**** 9575,HDFC,2025-12-10
PI02396,CUST01789,card,**** 7051,Yes Bank,2026-03-05
PI02397,CUST01790,upi,**** 9212,ICICI,2025-05-09
PI02398,CUST01791,upi,**** 3458,HDFC,2025-03-23
PI02399,CUST01791,card,**** 5256,IDFC First,2025-03-06
PI02400,CUST01792,card,**** 2120,SBI,2025-09-28
PI02401,CUST01792,card,**** 6307,IDFC First,2026-01-16
PI02402,CUST01793,upi,**** 7764,Axis,2026-06-29
PI02403,CUST01794,upi,**** 6269,Axis,2025-08-09
PI02404,CUST01795,wallet,**** 5102,SBI,2024-10-02
PI02405,CUST01795,wallet,**** 5478,IDFC First,2026-05-14
PI02406,CUST01796,upi,**** 8235,ICICI,2025-08-12
PI02407,CUST01797,card,**** 2564,HDFC,2025-06-21
PI02408,CUST01797,wallet,**** 3260,SBI,2025-05-11
PI02409,CUST01798,wallet,**** 1262,IDFC First,2025-10-01
PI02410,CUST01798,card,**** 9832,HDFC,2026-08-20
PI02411,CUST01799,wallet,**** 3493,ICICI,2025-12-05
PI02412,CUST01799,wallet,**** 4645,Kotak,2026-04-22
PI02413,CUST01800,wallet,**** 5734,HDFC,2025-02-27
PI02414,CUST01801,upi,**** 3305,HDFC,2025-08-23
PI02415,CUST01802,upi,**** 9205,HDFC,2026-07-04
PI02416,CUST01802,upi,**** 5293,Yes Bank,2026-06-04
PI02417,CUST01803,card,**** 8660,ICICI,2024-09-27
PI02418,CUST01804,wallet,**** 4156,Axis,2024-09-14
PI02419,CUST01805,card,**** 4641,SBI,2025-09-15
PI02420,CUST01806,card,**** 1137,SBI,2024-08-24
PI02421,CUST01807,card,**** 2551,IDFC First,2025-10-14
PI02422,CUST01808,card,**** 6439,HDFC,2025-03-23
PI02423,CUST01808,wallet,**** 2903,Yes Bank,2025-10-26
PI02424,CUST01809,card,**** 3894,IDFC First,2025-05-17
PI02425,CUST01810,upi,**** 6668,Kotak,2025-11-28
PI02426,CUST01810,card,**** 5699,Yes Bank,2026-03-07
PI02427,CUST01811,card,**** 1519,HDFC,2026-01-27
PI02428,CUST01812,wallet,**** 3832,ICICI,2024-12-05
PI02429,CUST01813,upi,**** 7987,Axis,2026-06-26
PI02430,CUST01814,card,**** 2396,ICICI,2026-04-11
PI02431,CUST01815,card,**** 9558,ICICI,2025-11-29
PI02432,CUST01815,upi,**** 2419,HDFC,2024-10-31
PI02433,CUST01816,wallet,**** 3879,ICICI,2025-07-14
PI02434,CUST01817,wallet,**** 7999,HDFC,2024-10-25
PI02435,CUST01818,card,**** 3049,HDFC,2025-01-27
PI02436,CUST01819,upi,**** 9722,Yes Bank,2024-10-05
PI02437,CUST01819,upi,**** 1188,Axis,2025-03-11
PI02438,CUST01820,upi,**** 8130,IDFC First,2025-07-12
PI02439,CUST01820,upi,**** 4676,IDFC First,2024-09-25
PI02440,CUST01821,upi,**** 6112,Axis,2025-05-10
PI02441,CUST01821,wallet,**** 1753,SBI,2025-10-08
PI02442,CUST01822,card,**** 3364,Axis,2026-07-14
PI02443,CUST01822,upi,**** 4584,IDFC First,2024-08-31
PI02444,CUST01823,upi,**** 7272,IDFC First,2024-12-17
PI02445,CUST01823,card,**** 2754,Kotak,2025-04-19
PI02446,CUST01824,upi,**** 4876,HDFC,2026-07-23
PI02447,CUST01825,upi,**** 4358,Yes Bank,2024-10-26
PI02448,CUST01826,upi,**** 3439,SBI,2026-01-10
PI02449,CUST01827,upi,**** 7911,HDFC,2026-07-28
PI02450,CUST01828,upi,**** 9761,ICICI,2026-01-18
PI02451,CUST01829,upi,**** 2663,Yes Bank,2026-05-13
PI02452,CUST01830,card,**** 8517,Yes Bank,2025-03-20
PI02453,CUST01830,card,**** 7459,Axis,2026-05-30
PI02454,CUST01831,wallet,**** 7422,IDFC First,2025-02-07
PI02455,CUST01832,wallet,**** 7347,SBI,2025-08-28
PI02456,CUST01833,upi,**** 3500,IDFC First,2026-08-18
PI02457,CUST01833,card,**** 5522,HDFC,2025-10-12
PI02458,CUST01834,upi,**** 7697,IDFC First,2024-08-30
PI02459,CUST01834,wallet,**** 8241,Kotak,2026-04-26
PI02460,CUST01835,wallet,**** 5807,Axis,2025-06-28
PI02461,CUST01836,card,**** 3615,Kotak,2026-01-07
PI02462,CUST01837,wallet,**** 4402,SBI,2025-01-02
PI02463,CUST01838,card,**** 7763,HDFC,2025-01-21
PI02464,CUST01839,upi,**** 9201,Kotak,2025-11-25
PI02465,CUST01839,upi,**** 5937,ICICI,2026-06-22
PI02466,CUST01840,card,**** 6131,IDFC First,2026-06-03
PI02467,CUST01841,card,**** 6039,HDFC,2026-02-12
PI02468,CUST01842,wallet,**** 7869,Yes Bank,2024-10-13
PI02469,CUST01843,wallet,**** 3496,HDFC,2026-08-02
PI02470,CUST01844,card,**** 6509,IDFC First,2026-07-07
PI02471,CUST01845,upi,**** 5141,Kotak,2025-06-25
PI02472,CUST01845,wallet,**** 6837,ICICI,2025-01-14
PI02473,CUST01846,upi,**** 3819,HDFC,2024-10-06
PI02474,CUST01847,wallet,**** 5528,IDFC First,2024-10-31
PI02475,CUST01848,wallet,**** 2440,IDFC First,2025-04-28
PI02476,CUST01849,card,**** 9078,IDFC First,2025-02-13
PI02477,CUST01850,wallet,**** 2315,Kotak,2026-02-16
PI02478,CUST01851,upi,**** 5080,HDFC,2025-06-16
PI02479,CUST01852,upi,**** 4825,SBI,2025-06-09
PI02480,CUST01852,card,**** 6527,Yes Bank,2025-07-29
PI02481,CUST01853,upi,**** 9199,IDFC First,2025-05-14
PI02482,CUST01853,wallet,**** 3928,Yes Bank,2026-04-30
PI02483,CUST01854,wallet,**** 9467,SBI,2025-09-06
PI02484,CUST01855,upi,**** 9795,HDFC,2025-04-13
PI02485,CUST01855,upi,**** 7638,SBI,2025-02-28
PI02486,CUST01856,upi,**** 2611,IDFC First,2025-03-18
PI02487,CUST01857,card,**** 3977,HDFC,2025-06-27
PI02488,CUST01858,upi,**** 6095,ICICI,2024-12-24
PI02489,CUST01859,wallet,**** 5570,HDFC,2025-11-24
PI02490,CUST01859,wallet,**** 4055,ICICI,2025-01-29
PI02491,CUST01860,card,**** 7577,HDFC,2025-06-30
PI02492,CUST01861,wallet,**** 9648,Axis,2026-05-25
PI02493,CUST01862,card,**** 9137,ICICI,2024-09-27
PI02494,CUST01863,wallet,**** 9277,Axis,2025-02-12
PI02495,CUST01864,card,**** 4319,ICICI,2026-06-15
PI02496,CUST01865,wallet,**** 4303,HDFC,2026-05-28
PI02497,CUST01866,upi,**** 1810,HDFC,2025-01-19
PI02498,CUST01866,card,**** 5522,HDFC,2026-01-19
PI02499,CUST01867,card,**** 5879,Axis,2025-07-28
PI02500,CUST01868,card,**** 2752,IDFC First,2024-12-08
PI02501,CUST01869,upi,**** 2620,Kotak,2024-09-18
PI02502,CUST01869,upi,**** 7798,HDFC,2026-07-08
PI02503,CUST01870,card,**** 7356,ICICI,2025-11-17
PI02504,CUST01870,upi,**** 1834,Yes Bank,2025-08-29
PI02505,CUST01871,upi,**** 2614,Kotak,2025-06-19
PI02506,CUST01871,wallet,**** 5667,IDFC First,2026-04-14
PI02507,CUST01872,upi,**** 9583,SBI,2025-04-06
PI02508,CUST01872,upi,**** 1154,Yes Bank,2026-03-27
PI02509,CUST01873,card,**** 4375,Axis,2026-02-18
PI02510,CUST01874,card,**** 6532,Kotak,2025-02-28
PI02511,CUST01875,wallet,**** 2955,HDFC,2025-01-04
PI02512,CUST01876,card,**** 9658,Yes Bank,2025-01-11
PI02513,CUST01877,wallet,**** 1056,Axis,2025-06-20
PI02514,CUST01878,upi,**** 1921,Yes Bank,2026-05-06
PI02515,CUST01879,upi,**** 2834,Axis,2026-04-04
PI02516,CUST01880,upi,**** 1450,Kotak,2025-12-05
PI02517,CUST01881,wallet,**** 2819,IDFC First,2025-12-08
PI02518,CUST01881,wallet,**** 8700,IDFC First,2025-10-21
PI02519,CUST01882,card,**** 4322,Yes Bank,2025-08-17
PI02520,CUST01883,wallet,**** 7294,SBI,2025-01-01
PI02521,CUST01883,upi,**** 9034,IDFC First,2026-02-25
PI02522,CUST01884,wallet,**** 4243,Axis,2025-03-09
PI02523,CUST01885,card,**** 1660,Axis,2026-04-13
PI02524,CUST01886,wallet,**** 2737,HDFC,2025-09-29
PI02525,CUST01887,upi,**** 9962,HDFC,2026-05-15
PI02526,CUST01888,wallet,**** 9995,SBI,2024-10-26
PI02527,CUST01888,upi,**** 8627,IDFC First,2024-09-23
PI02528,CUST01889,card,**** 1241,ICICI,2025-08-30
PI02529,CUST01889,wallet,**** 5208,Yes Bank,2025-02-05
PI02530,CUST01890,card,**** 3211,ICICI,2025-02-10
PI02531,CUST01891,card,**** 3658,IDFC First,2024-11-12
PI02532,CUST01892,upi,**** 1623,IDFC First,2024-11-08
PI02533,CUST01893,wallet,**** 7265,Kotak,2025-06-26
PI02534,CUST01894,upi,**** 5252,Axis,2026-07-09
PI02535,CUST01895,upi,**** 1326,Axis,2025-03-18
PI02536,CUST01895,upi,**** 6841,HDFC,2025-11-06
PI02537,CUST01896,wallet,**** 2939,ICICI,2025-03-09
PI02538,CUST01897,upi,**** 3327,HDFC,2025-07-28
PI02539,CUST01897,upi,**** 1899,Yes Bank,2026-06-25
PI02540,CUST01898,upi,**** 5885,IDFC First,2025-10-26
PI02541,CUST01899,upi,**** 2191,HDFC,2024-12-08
PI02542,CUST01900,card,**** 4564,ICICI,2026-03-09
PI02543,CUST01901,card,**** 9563,IDFC First,2025-09-02
PI02544,CUST01902,card,**** 5621,IDFC First,2025-01-31
PI02545,CUST01903,wallet,**** 2843,Kotak,2025-08-12
PI02546,CUST01904,card,**** 3243,SBI,2025-04-02
PI02547,CUST01904,wallet,**** 5797,Kotak,2025-07-12
PI02548,CUST01905,card,**** 1386,HDFC,2025-10-03
PI02549,CUST01906,card,**** 7964,Kotak,2025-06-22
PI02550,CUST01907,card,**** 6183,IDFC First,2025-11-24
PI02551,CUST01908,card,**** 3414,HDFC,2025-11-11
PI02552,CUST01909,card,**** 7177,Axis,2025-04-21
PI02553,CUST01910,upi,**** 7359,Yes Bank,2025-06-20
PI02554,CUST01910,upi,**** 7623,Yes Bank,2026-03-05
PI02555,CUST01911,card,**** 6406,ICICI,2025-07-17
PI02556,CUST01912,wallet,**** 2486,HDFC,2025-03-06
PI02557,CUST01913,upi,**** 1279,IDFC First,2026-02-08
PI02558,CUST01914,upi,**** 9170,Axis,2024-10-16
PI02559,CUST01915,card,**** 9037,Kotak,2025-11-15
PI02560,CUST01916,upi,**** 3003,SBI,2026-01-20
PI02561,CUST01916,upi,**** 5043,Kotak,2025-04-01
PI02562,CUST01917,upi,**** 2821,ICICI,2024-10-15
PI02563,CUST01918,card,**** 8357,Axis,2024-12-24
PI02564,CUST01918,upi,**** 2613,ICICI,2026-06-27
PI02565,CUST01919,wallet,**** 7096,IDFC First,2026-03-06
PI02566,CUST01920,upi,**** 9301,HDFC,2024-08-24
PI02567,CUST01920,upi,**** 6935,SBI,2025-12-04
PI02568,CUST01921,upi,**** 1747,IDFC First,2025-12-17
PI02569,CUST01922,wallet,**** 8567,ICICI,2025-05-09
PI02570,CUST01922,card,**** 7280,HDFC,2025-11-22
PI02571,CUST01923,upi,**** 5795,Axis,2025-06-02
PI02572,CUST01924,upi,**** 5590,Axis,2025-10-10
PI02573,CUST01924,upi,**** 8676,ICICI,2025-06-21
PI02574,CUST01925,upi,**** 2059,Axis,2025-02-24
PI02575,CUST01926,card,**** 8547,ICICI,2025-12-08
PI02576,CUST01927,wallet,**** 8599,HDFC,2026-01-20
PI02577,CUST01928,upi,**** 5318,IDFC First,2025-07-07
PI02578,CUST01929,upi,**** 9709,Yes Bank,2026-01-11
PI02579,CUST01929,card,**** 8883,Yes Bank,2024-11-30
PI02580,CUST01930,card,**** 4547,HDFC,2025-03-15
PI02581,CUST01930,upi,**** 6210,SBI,2025-11-01
PI02582,CUST01931,wallet,**** 1261,IDFC First,2026-03-14
PI02583,CUST01932,upi,**** 5857,IDFC First,2025-05-16
PI02584,CUST01933,upi,**** 9245,IDFC First,2026-06-19
PI02585,CUST01934,wallet,**** 8520,Yes Bank,2025-03-16
PI02586,CUST01935,upi,**** 1816,ICICI,2026-08-06
PI02587,CUST01936,card,**** 6444,SBI,2025-02-26
PI02588,CUST01936,upi,**** 9652,Axis,2024-11-14
PI02589,CUST01937,upi,**** 4046,Kotak,2026-06-21
PI02590,CUST01938,upi,**** 1748,Axis,2025-08-11
PI02591,CUST01938,upi,**** 8022,SBI,2025-10-20
PI02592,CUST01939,card,**** 8296,Yes Bank,2024-10-10
PI02593,CUST01940,wallet,**** 4389,ICICI,2024-10-20
PI02594,CUST01941,card,**** 4383,SBI,2025-07-25
PI02595,CUST01942,wallet,**** 9986,Axis,2026-06-06
PI02596,CUST01943,upi,**** 3266,SBI,2025-10-25
PI02597,CUST01944,card,**** 4569,Kotak,2025-01-11
PI02598,CUST01944,upi,**** 9256,IDFC First,2025-04-23
PI02599,CUST01945,wallet,**** 1853,Axis,2025-02-04
PI02600,CUST01946,wallet,**** 1494,IDFC First,2024-09-04
PI02601,CUST01946,upi,**** 9470,Kotak,2024-11-24
PI02602,CUST01947,wallet,**** 4829,ICICI,2024-11-22
PI02603,CUST01948,wallet,**** 6482,IDFC First,2025-11-20
PI02604,CUST01949,card,**** 5255,HDFC,2025-11-21
